person_age,age_band,person_income,income_band,person_home_ownership,person_emp_length,employment_category,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,loan_to_income_pct,cb_person_default_on_file,cb_person_cred_hist_length,exposure_at_default,loss_given_default
21,Young_Adult,7200,Low_Income,RENT,0,New_Employee,VENTURE,C,2500,13.11,1,0.35,34.72,N,3,2500,0.60
21,Young_Adult,6000,Low_Income,OWN,1,New_Employee,PERSONAL,D,1600,14.61,1,0.27,26.67,Y,3,1600,0.60
26,Adult,5500,Low_Income,RENT,0,New_Employee,EDUCATION,A,1000,9.63,1,0.18,18.18,N,3,1000,0.60
25,Adult,5000,Low_Income,RENT,0,New_Employee,VENTURE,B,1000,9.64,1,0.2,20.00,N,4,1000,0.60
22,Young_Adult,4800,Low_Income,RENT,1,New_Employee,PERSONAL,D,1800,14.84,1,0.38,37.50,Y,2,1800,0.60
22,Young_Adult,4800,Low_Income,RENT,0,New_Employee,MEDICAL,C,1200,14.26,1,0.25,25.00,Y,2,1200,0.60
24,Young_Adult,4800,Low_Income,RENT,0,New_Employee,VENTURE,E,2400,16,1,0.5,50.00,Y,4,2400,0.60
21,Young_Adult,4200,Low_Income,RENT,3,Junior_Employee,PERSONAL,E,2750,16.95,1,0.65,65.48,N,3,2750,0.60
21,Young_Adult,4080,Low_Income,RENT,0,New_Employee,EDUCATION,B,1400,11.86,1,0.34,34.31,N,4,1400,0.60
24,Young_Adult,21600,Low_Income,RENT,0,New_Employee,DEBTCONSOLIDATION,C,6600,12.68,1,0.31,30.56,N,4,6600,0.60
23,Young_Adult,21600,Low_Income,OWN,0,New_Employee,VENTURE,B,4400,12.53,0,0.2,20.37,N,3,4400,0.60
24,Young_Adult,55000,Medium_Income,MORTGAGE,8,Mid_Employee,MEDICAL,A,1800,7.49,0,0.03,3.27,N,3,1800,0.60
21,Young_Adult,30000,Medium_Income,RENT,5,Junior_Employee,EDUCATION,A,12000,5.79,1,0.4,40.00,N,2,12000,0.60
22,Young_Adult,75000,High_Income,RENT,0,New_Employee,PERSONAL,A,8000,5.99,0,0.11,10.67,N,2,8000,0.60
25,Adult,80208,High_Income,MORTGAGE,1,New_Employee,MEDICAL,A,4000,5.42,0,0.05,4.99,N,3,4000,0.60
26,Adult,53000,Medium_Income,MORTGAGE,3,Junior_Employee,VENTURE,A,2800,6.03,0,0.05,5.28,N,3,2800,0.60
23,Young_Adult,42000,Medium_Income,RENT,5,Junior_Employee,VENTURE,B,6000,9.99,0,0.14,14.29,N,4,6000,0.60
24,Young_Adult,69996,Medium_Income,RENT,3,Junior_Employee,HOMEIMPROVEMENT,B,2500,12.53,0,0.04,3.57,N,4,2500,0.60
23,Young_Adult,36000,Medium_Income,RENT,2,New_Employee,DEBTCONSOLIDATION,D,16750,15.28,1,0.47,46.53,Y,4,16750,0.60
25,Adult,65004,Medium_Income,RENT,1,New_Employee,PERSONAL,C,4800,13.49,0,0.07,7.38,Y,4,4800,0.60
22,Young_Adult,72000,High_Income,OWN,6,Mid_Employee,EDUCATION,B,16000,10.37,0,0.22,22.22,N,2,16000,0.60
24,Young_Adult,130000,High_Income,RENT,7,Mid_Employee,MEDICAL,B,24000,11.49,0,0.18,18.46,N,3,24000,0.60
22,Young_Adult,70000,Medium_Income,RENT,4,Junior_Employee,EDUCATION,A,7550,7.51,0,0.11,10.79,N,3,7550,0.60
24,Young_Adult,70000,Medium_Income,OTHER,4,Junior_Employee,PERSONAL,A,9000,9.63,0,0.13,12.86,N,4,9000,0.60
25,Adult,60000,Medium_Income,RENT,3,Junior_Employee,VENTURE,C,3000,13.47,1,0.05,5.00,Y,3,3000,0.60
23,Young_Adult,50400,Medium_Income,RENT,3,Junior_Employee,EDUCATION,B,5000,10.38,0,0.1,9.92,N,2,5000,0.60
23,Young_Adult,75000,High_Income,RENT,7,Mid_Employee,VENTURE,C,18000,12.73,0,0.24,24.00,N,2,18000,0.60
25,Adult,85000,High_Income,MORTGAGE,9,Mid_Employee,MEDICAL,A,4000,7.88,0,0.05,4.71,N,3,4000,0.60
23,Young_Adult,98280,High_Income,MORTGAGE,7,Mid_Employee,PERSONAL,A,9400,6.62,0,0.1,9.56,N,3,9400,0.60
23,Young_Adult,90000,High_Income,MORTGAGE,7,Mid_Employee,EDUCATION,B,8000,10.36,0,0.09,8.89,N,3,8000,0.60
40,Adult,19200,Low_Income,RENT,2,New_Employee,VENTURE,B,1800,11.99,0,0.09,9.38,N,13,1800,0.60
22,Young_Adult,53808,Medium_Income,MORTGAGE,5,Junior_Employee,VENTURE,A,6000,8.9,0,0.11,11.15,N,2,6000,0.60
23,Young_Adult,81600,High_Income,MORTGAGE,7,Mid_Employee,VENTURE,A,9000,7.49,0,0.11,11.03,N,3,9000,0.60
23,Young_Adult,30000,Medium_Income,RENT,2,New_Employee,DEBTCONSOLIDATION,D,10000,15.31,1,0.33,33.33,Y,4,10000,0.60
24,Young_Adult,52000,Medium_Income,MORTGAGE,7,Mid_Employee,MEDICAL,C,5000,14.22,0,0.1,9.62,Y,3,5000,0.60
24,Young_Adult,48000,Medium_Income,MORTGAGE,4,Junior_Employee,MEDICAL,A,4000,5.42,0,0.08,8.33,N,4,4000,0.60
22,Young_Adult,33000,Medium_Income,RENT,6,Mid_Employee,DEBTCONSOLIDATION,C,6000,13.85,0,0.18,18.18,N,3,6000,0.60
21,Young_Adult,35000,Medium_Income,MORTGAGE,5,Junior_Employee,EDUCATION,B,1500,9.63,0,0.04,4.29,N,2,1500,0.60
23,Young_Adult,118000,High_Income,MORTGAGE,4,Junior_Employee,VENTURE,C,12000,13.11,0,0.1,10.17,N,2,12000,0.60
26,Adult,95000,High_Income,RENT,0,New_Employee,VENTURE,B,12000,10.65,0,0.13,12.63,N,3,12000,0.60
26,Adult,42000,Medium_Income,RENT,2,New_Employee,EDUCATION,C,4800,14.27,1,0.11,11.43,Y,2,4800,0.60
22,Young_Adult,64000,Medium_Income,RENT,7,Mid_Employee,VENTURE,D,13000,14.11,0,0.2,20.31,N,3,13000,0.60
23,Young_Adult,57000,Medium_Income,OWN,7,Mid_Employee,EDUCATION,B,4200,10.51,0,0.07,7.37,N,4,4200,0.60
25,Adult,33000,Medium_Income,RENT,1,New_Employee,VENTURE,C,7100,14.65,1,0.22,21.52,Y,3,7100,0.60
25,Adult,216000,Very_High_Income,MORTGAGE,2,New_Employee,HOMEIMPROVEMENT,D,25000,16.07,0,0.12,11.57,N,2,25000,0.60
21,Young_Adult,15360,Low_Income,RENT,0,New_Employee,DEBTCONSOLIDATION,B,1600,12.69,0,0.1,10.42,N,3,1600,0.60
24,Young_Adult,45888,Medium_Income,RENT,5,Junior_Employee,EDUCATION,A,9000,5.79,0,0.2,19.61,N,4,9000,0.60
22,Young_Adult,58000,Medium_Income,RENT,5,Junior_Employee,PERSONAL,B,4000,10,0,0.07,6.90,N,4,4000,0.60
22,Young_Adult,190000,Very_High_Income,RENT,3,Junior_Employee,VENTURE,A,12600,6.92,0,0.07,6.63,N,3,12600,0.60
26,Adult,75000,High_Income,MORTGAGE,5,Junior_Employee,EDUCATION,A,12500,5.99,0,0.17,16.67,N,4,12500,0.60
22,Young_Adult,41600,Medium_Income,OWN,4,Junior_Employee,EDUCATION,B,12000,12.42,0,0.29,28.85,N,4,12000,0.60
23,Young_Adult,90000,High_Income,RENT,0,New_Employee,EDUCATION,A,12000,8.9,0,0.13,13.33,N,2,12000,0.60
26,Adult,51996,Medium_Income,RENT,1,New_Employee,MEDICAL,C,10000,13.23,0,0.19,19.23,N,4,10000,0.60
25,Adult,88500,High_Income,RENT,3,Junior_Employee,VENTURE,C,7200,13.47,0,0.08,8.14,Y,2,7200,0.60
26,Adult,30000,Medium_Income,OWN,0,New_Employee,HOMEIMPROVEMENT,C,15000,13.22,0,0.5,50.00,Y,2,15000,0.60
23,Young_Adult,45000,Medium_Income,MORTGAGE,1,New_Employee,EDUCATION,B,10000,12.21,0,0.22,22.22,N,4,10000,0.60
24,Young_Adult,30000,Medium_Income,OWN,7,Mid_Employee,HOMEIMPROVEMENT,C,10000,12.61,0,0.33,33.33,Y,2,10000,0.60
25,Adult,32000,Medium_Income,RENT,1,New_Employee,MEDICAL,E,2500,16.45,1,0.08,7.81,N,3,2500,0.60
22,Young_Adult,36000,Medium_Income,MORTGAGE,6,Mid_Employee,VENTURE,D,1400,14.84,0,0.04,3.89,N,2,1400,0.60
23,Young_Adult,48000,Medium_Income,MORTGAGE,7,Mid_Employee,DEBTCONSOLIDATION,B,10000,10.65,0,0.21,20.83,N,4,10000,0.60
23,Young_Adult,24000,Low_Income,RENT,4,Junior_Employee,DEBTCONSOLIDATION,A,5000,6.62,0,0.21,20.83,N,2,5000,0.60
24,Young_Adult,10000,Low_Income,RENT,8,Mid_Employee,PERSONAL,A,3000,7.9,1,0.3,30.00,N,3,3000,0.60
25,Adult,35000,Medium_Income,RENT,3,Junior_Employee,VENTURE,B,2400,12.53,0,0.07,6.86,N,2,2400,0.60
23,Young_Adult,39000,Medium_Income,RENT,1,New_Employee,DEBTCONSOLIDATION,D,6000,15.99,1,0.15,15.38,Y,3,6000,0.60
23,Young_Adult,100000,High_Income,MORTGAGE,7,Mid_Employee,EDUCATION,A,15000,7.88,0,0.15,15.00,N,4,15000,0.60
22,Young_Adult,27120,Low_Income,RENT,5,Junior_Employee,EDUCATION,C,9250,13.11,1,0.34,34.11,N,3,9250,0.60
25,Adult,25920,Low_Income,RENT,0,New_Employee,VENTURE,B,2300,11.11,0,0.09,8.87,N,2,2300,0.60
24,Young_Adult,102000,High_Income,MORTGAGE,5,Junior_Employee,EDUCATION,C,12000,15.27,0,0.12,11.76,Y,3,12000,0.60
25,Adult,50000,Medium_Income,RENT,3,Junior_Employee,PERSONAL,D,4000,14.61,0,0.08,8.00,Y,4,4000,0.60
26,Adult,94000,High_Income,MORTGAGE,1,New_Employee,MEDICAL,A,5000,7.68,0,0.05,5.32,N,3,5000,0.60
24,Young_Adult,40000,Medium_Income,RENT,5,Junior_Employee,DEBTCONSOLIDATION,A,10000,7.88,0,0.25,25.00,N,3,10000,0.60
24,Young_Adult,69764,Medium_Income,RENT,2,New_Employee,VENTURE,D,1500,14.42,1,0.02,2.15,Y,4,1500,0.60
22,Young_Adult,21600,Low_Income,RENT,1,New_Employee,EDUCATION,D,2400,16.29,1,0.11,11.11,N,4,2400,0.60
26,Adult,20000,Low_Income,MORTGAGE,5,Junior_Employee,MEDICAL,A,4800,5.99,0,0.24,24.00,N,3,4800,0.60
23,Young_Adult,49000,Medium_Income,MORTGAGE,7,Mid_Employee,MEDICAL,G,15000,19.82,1,0.31,30.61,Y,3,15000,0.60
24,Young_Adult,128000,High_Income,MORTGAGE,4,Junior_Employee,EDUCATION,A,12000,6.03,0,0.09,9.38,N,2,12000,0.60
25,Adult,62500,Medium_Income,RENT,6,Mid_Employee,HOMEIMPROVEMENT,B,4000,10.37,0,0.06,6.40,N,3,4000,0.60
21,Young_Adult,40000,Medium_Income,RENT,4,Junior_Employee,EDUCATION,A,5000,5.79,0,0.13,12.50,N,2,5000,0.60
22,Young_Adult,44000,Medium_Income,RENT,1,New_Employee,VENTURE,E,16000,16.35,1,0.36,36.36,N,4,16000,0.60
25,Adult,85000,High_Income,MORTGAGE,5,Junior_Employee,EDUCATION,C,9600,13.85,0,0.11,11.29,N,2,9600,0.60
24,Young_Adult,64600,Medium_Income,RENT,2,New_Employee,PERSONAL,A,5000,7.9,0,0.08,7.74,N,3,5000,0.60
22,Young_Adult,60000,Medium_Income,MORTGAGE,6,Mid_Employee,DEBTCONSOLIDATION,B,3950,10.65,0,0.07,6.58,N,4,3950,0.60
26,Adult,65000,Medium_Income,MORTGAGE,11,Senior_Employee,VENTURE,A,10950,7.88,0,0.17,16.85,N,2,10950,0.60
26,Adult,36800,Medium_Income,RENT,0,New_Employee,MEDICAL,B,5900,10.71,0,0.16,16.03,N,4,5900,0.60
24,Young_Adult,54000,Medium_Income,MORTGAGE,8,Mid_Employee,PERSONAL,D,1500,14.42,1,0.03,2.78,Y,4,1500,0.60
23,Young_Adult,16000,Low_Income,MORTGAGE,1,New_Employee,DEBTCONSOLIDATION,C,5600,12.84,1,0.35,35.00,Y,2,5600,0.60
37,Adult,27000,Low_Income,RENT,0,New_Employee,MEDICAL,B,1800,11.36,0,0.07,6.67,N,11,1800,0.60
23,Young_Adult,39000,Medium_Income,RENT,3,Junior_Employee,MEDICAL,B,10000,11.99,1,0.26,25.64,N,2,10000,0.60
24,Young_Adult,45000,Medium_Income,RENT,8,Mid_Employee,PERSONAL,C,8000,12.73,0,0.18,17.78,N,2,8000,0.60
23,Young_Adult,78000,High_Income,MORTGAGE,7,Mid_Employee,DEBTCONSOLIDATION,C,4200,13.06,0,0.05,5.38,Y,3,4200,0.60
24,Young_Adult,100000,High_Income,MORTGAGE,0,New_Employee,MEDICAL,C,10000,12.87,0,0.1,10.00,Y,4,10000,0.60
22,Young_Adult,44400,Medium_Income,RENT,3,Junior_Employee,VENTURE,C,12800,12.73,0,0.29,28.83,N,4,12800,0.60
25,Adult,125000,High_Income,MORTGAGE,9,Mid_Employee,EDUCATION,B,12000,9.91,0,0.1,9.60,N,3,12000,0.60
25,Adult,37980,Medium_Income,MORTGAGE,7,Mid_Employee,PERSONAL,A,3500,6.03,0,0.09,9.22,N,3,3500,0.60
23,Young_Adult,75000,High_Income,OWN,8,Mid_Employee,VENTURE,A,8000,6.17,0,0.11,10.67,N,2,8000,0.60
22,Young_Adult,28800,Low_Income,RENT,6,Mid_Employee,MEDICAL,B,8000,11.49,0,0.28,27.78,N,2,8000,0.60
25,Adult,53000,Medium_Income,MORTGAGE,4,Junior_Employee,EDUCATION,A,6000,6.62,0,0.11,11.32,N,2,6000,0.60
22,Young_Adult,26004,Low_Income,RENT,5,Junior_Employee,VENTURE,B,4800,10.99,0,0.18,18.46,N,3,4800,0.60
25,Adult,70000,Medium_Income,RENT,3,Junior_Employee,MEDICAL,A,5600,7.9,0,0.08,8.00,N,3,5600,0.60
22,Young_Adult,130000,High_Income,MORTGAGE,3,Junior_Employee,VENTURE,B,24250,12.18,0,0.19,18.65,N,4,24250,0.60
24,Young_Adult,49000,Medium_Income,MORTGAGE,0,New_Employee,HOMEIMPROVEMENT,B,5000,12.18,1,0.1,10.20,N,3,5000,0.60
22,Young_Adult,72000,High_Income,RENT,6,Mid_Employee,EDUCATION,E,15000,17.19,0,0.21,20.83,N,4,15000,0.60
26,Adult,78000,High_Income,RENT,6,Mid_Employee,DEBTCONSOLIDATION,C,18000,13.49,0,0.23,23.08,N,4,18000,0.60
21,Young_Adult,27600,Low_Income,RENT,4,Junior_Employee,EDUCATION,A,7500,6.76,0,0.27,27.17,N,4,7500,0.60
25,Adult,115000,High_Income,MORTGAGE,4,Junior_Employee,PERSONAL,A,20000,6.91,0,0.17,17.39,N,4,20000,0.60
22,Young_Adult,56400,Medium_Income,RENT,2,New_Employee,EDUCATION,A,9500,8.9,0,0.17,16.84,N,2,9500,0.60
21,Young_Adult,18000,Low_Income,RENT,2,New_Employee,PERSONAL,B,4500,10.38,1,0.25,25.00,N,3,4500,0.60
22,Young_Adult,50000,Medium_Income,RENT,4,Junior_Employee,PERSONAL,A,10000,6.17,0,0.2,20.00,N,3,10000,0.60
23,Young_Adult,65000,Medium_Income,MORTGAGE,1,New_Employee,DEBTCONSOLIDATION,A,7000,8.49,0,0.11,10.77,N,4,7000,0.60
22,Young_Adult,32240,Medium_Income,RENT,3,Junior_Employee,PERSONAL,C,15000,13.22,1,0.47,46.53,N,2,15000,0.60
23,Young_Adult,55000,Medium_Income,MORTGAGE,5,Junior_Employee,EDUCATION,A,15000,6.17,0,0.27,27.27,N,3,15000,0.60
21,Young_Adult,57000,Medium_Income,RENT,3,Junior_Employee,VENTURE,A,3000,5.42,0,0.05,5.26,N,2,3000,0.60
25,Adult,69000,Medium_Income,RENT,1,New_Employee,PERSONAL,D,8000,13.99,1,0.12,11.59,N,2,8000,0.60
25,Adult,75000,High_Income,MORTGAGE,4,Junior_Employee,VENTURE,C,12000,13.49,0,0.16,16.00,N,2,12000,0.60
22,Young_Adult,59000,Medium_Income,MORTGAGE,7,Mid_Employee,PERSONAL,D,4900,15.62,1,0.08,8.31,N,3,4900,0.60
22,Young_Adult,70000,Medium_Income,MORTGAGE,5,Junior_Employee,DEBTCONSOLIDATION,B,21000,8.88,0,0.3,30.00,N,3,21000,0.60
22,Young_Adult,54000,Medium_Income,RENT,4,Junior_Employee,MEDICAL,C,8075,13.06,0,0.15,14.95,N,3,8075,0.60
24,Young_Adult,79000,High_Income,RENT,8,Mid_Employee,DEBTCONSOLIDATION,A,21000,7.9,0,0.27,26.58,N,4,21000,0.60
25,Adult,26000,Low_Income,RENT,4,Junior_Employee,MEDICAL,C,8000,12.87,1,0.31,30.77,Y,3,8000,0.60
23,Young_Adult,159996,Very_High_Income,MORTGAGE,2,New_Employee,PERSONAL,A,12000,5.42,0,0.08,7.50,N,4,12000,0.60
22,Young_Adult,52000,Medium_Income,MORTGAGE,5,Junior_Employee,VENTURE,A,6000,7.9,0,0.12,11.54,N,2,6000,0.60
23,Young_Adult,50000,Medium_Income,MORTGAGE,3,Junior_Employee,EDUCATION,A,10000,6.03,0,0.2,20.00,N,4,10000,0.60
24,Young_Adult,45000,Medium_Income,RENT,3,Junior_Employee,PERSONAL,A,7800,7.51,0,0.17,17.33,N,2,7800,0.60
25,Adult,128500,High_Income,MORTGAGE,1,New_Employee,HOMEIMPROVEMENT,C,15000,12.53,0,0.12,11.67,Y,3,15000,0.60
24,Young_Adult,87000,High_Income,MORTGAGE,5,Junior_Employee,DEBTCONSOLIDATION,B,10000,10.36,0,0.11,11.49,N,2,10000,0.60
22,Young_Adult,18000,Low_Income,RENT,1,New_Employee,EDUCATION,B,7000,10.65,1,0.39,38.89,N,3,7000,0.60
24,Young_Adult,65000,Medium_Income,RENT,0,New_Employee,VENTURE,B,7000,11.83,0,0.11,10.77,N,3,7000,0.60
23,Young_Adult,92004,High_Income,RENT,6,Mid_Employee,MEDICAL,C,30000,15.23,1,0.33,32.61,Y,2,30000,0.60
22,Young_Adult,55000,Medium_Income,RENT,2,New_Employee,DEBTCONSOLIDATION,A,6000,8.9,0,0.11,10.91,N,4,6000,0.60
24,Young_Adult,36000,Medium_Income,RENT,5,Junior_Employee,VENTURE,D,6000,14.96,0,0.17,16.67,N,3,6000,0.60
26,Adult,39000,Medium_Income,RENT,2,New_Employee,EDUCATION,A,8000,6.62,0,0.21,20.51,N,2,8000,0.60
25,Adult,44000,Medium_Income,RENT,1,New_Employee,MEDICAL,D,8000,12.92,1,0.18,18.18,N,2,8000,0.60
25,Adult,150000,High_Income,MORTGAGE,9,Mid_Employee,DEBTCONSOLIDATION,B,25000,10.25,0,0.17,16.67,N,4,25000,0.60
23,Young_Adult,30000,Medium_Income,RENT,1,New_Employee,EDUCATION,D,1450,15.58,1,0.05,4.83,Y,3,1450,0.60
22,Young_Adult,54000,Medium_Income,RENT,4,Junior_Employee,EDUCATION,E,5000,16.35,1,0.09,9.26,N,4,5000,0.60
25,Adult,24000,Low_Income,RENT,9,Mid_Employee,PERSONAL,B,9600,11.71,1,0.4,40.00,N,3,9600,0.60
23,Young_Adult,25920,Low_Income,RENT,4,Junior_Employee,PERSONAL,D,10000,15.58,1,0.39,38.58,N,4,10000,0.60
23,Young_Adult,36000,Medium_Income,RENT,1,New_Employee,EDUCATION,A,7000,7.9,0,0.19,19.44,N,4,7000,0.60
22,Young_Adult,126500,High_Income,RENT,1,New_Employee,DEBTCONSOLIDATION,C,19200,13.79,0,0.15,15.18,Y,3,19200,0.60
22,Young_Adult,54000,Medium_Income,RENT,4,Junior_Employee,VENTURE,B,5600,9.63,0,0.1,10.37,N,3,5600,0.60
24,Young_Adult,39996,Medium_Income,OWN,0,New_Employee,PERSONAL,A,3000,7.37,0,0.08,7.50,N,2,3000,0.60
23,Young_Adult,80196,High_Income,OWN,2,New_Employee,PERSONAL,B,30000,9.91,0,0.37,37.41,N,3,30000,0.60
23,Young_Adult,21600,Low_Income,RENT,2,New_Employee,HOMEIMPROVEMENT,D,6000,14.42,1,0.28,27.78,N,2,6000,0.60
24,Young_Adult,22800,Low_Income,OWN,3,Junior_Employee,MEDICAL,B,4750,11.36,0,0.21,20.83,N,4,4750,0.60
26,Adult,48000,Medium_Income,RENT,10,Mid_Employee,EDUCATION,B,4225,9.83,0,0.09,8.80,N,3,4225,0.60
23,Young_Adult,69996,Medium_Income,MORTGAGE,7,Mid_Employee,VENTURE,A,3000,6.39,0,0.04,4.29,N,4,3000,0.60
26,Adult,20000,Low_Income,MORTGAGE,1,New_Employee,DEBTCONSOLIDATION,A,1500,7.74,0,0.07,7.50,N,4,1500,0.60
22,Young_Adult,55000,Medium_Income,RENT,6,Mid_Employee,VENTURE,C,6000,14.27,0,0.11,10.91,N,3,6000,0.60
23,Young_Adult,30000,Medium_Income,RENT,0,New_Employee,DEBTCONSOLIDATION,B,5000,11.86,0,0.17,16.67,N,4,5000,0.60
25,Adult,50000,Medium_Income,MORTGAGE,2,New_Employee,PERSONAL,A,10000,7.9,0,0.2,20.00,N,4,10000,0.60
23,Young_Adult,75000,High_Income,MORTGAGE,5,Junior_Employee,PERSONAL,B,5000,11.12,0,0.07,6.67,N,2,5000,0.60
25,Adult,30720,Medium_Income,RENT,6,Mid_Employee,MEDICAL,B,10000,10.37,1,0.33,32.55,N,3,10000,0.60
26,Adult,41892,Medium_Income,RENT,8,Mid_Employee,DEBTCONSOLIDATION,C,11300,13.22,0,0.27,26.97,Y,4,11300,0.60
26,Adult,18700,Low_Income,RENT,2,New_Employee,MEDICAL,A,1500,5.42,0,0.08,8.02,N,3,1500,0.60
23,Young_Adult,58000,Medium_Income,OTHER,0,New_Employee,VENTURE,B,16000,12.21,0,0.28,27.59,N,4,16000,0.60
23,Young_Adult,34000,Medium_Income,OWN,7,Mid_Employee,EDUCATION,A,10950,7.29,0,0.32,32.21,N,2,10950,0.60
22,Young_Adult,29100,Low_Income,RENT,2,New_Employee,VENTURE,D,6250,16.07,1,0.21,21.48,N,4,6250,0.60
23,Young_Adult,149385,High_Income,OWN,7,Mid_Employee,PERSONAL,A,7000,8.94,0,0.05,4.69,N,2,7000,0.60
26,Adult,76668,High_Income,RENT,10,Mid_Employee,DEBTCONSOLIDATION,A,7200,9.63,0,0.09,9.39,N,4,7200,0.60
25,Adult,155004,Very_High_Income,MORTGAGE,9,Mid_Employee,DEBTCONSOLIDATION,A,10500,7.49,0,0.07,6.77,N,3,10500,0.60
24,Young_Adult,46800,Medium_Income,MORTGAGE,6,Mid_Employee,DEBTCONSOLIDATION,A,12000,6.99,0,0.26,25.64,N,3,12000,0.60
25,Adult,85000,High_Income,RENT,9,Mid_Employee,HOMEIMPROVEMENT,A,5750,7.29,0,0.07,6.76,N,3,5750,0.60
26,Adult,58000,Medium_Income,RENT,0,New_Employee,HOMEIMPROVEMENT,B,20000,10.25,1,0.34,34.48,N,4,20000,0.60
25,Adult,47412,Medium_Income,MORTGAGE,0,New_Employee,EDUCATION,A,6500,8.59,0,0.14,13.71,N,3,6500,0.60
22,Young_Adult,45000,Medium_Income,RENT,3,Junior_Employee,EDUCATION,B,5000,11.11,0,0.11,11.11,N,4,5000,0.60
26,Adult,41400,Medium_Income,RENT,5,Junior_Employee,MEDICAL,B,7300,9.45,0,0.18,17.63,N,2,7300,0.60
24,Young_Adult,45000,Medium_Income,MORTGAGE,3,Junior_Employee,VENTURE,C,15000,13.06,0,0.33,33.33,N,3,15000,0.60
23,Young_Adult,21000,Low_Income,RENT,6,Mid_Employee,EDUCATION,A,7500,6.91,1,0.36,35.71,N,2,7500,0.60
21,Young_Adult,65000,Medium_Income,MORTGAGE,5,Junior_Employee,DEBTCONSOLIDATION,B,2200,12.42,0,0.03,3.38,N,3,2200,0.60
23,Young_Adult,30000,Medium_Income,MORTGAGE,3,Junior_Employee,EDUCATION,B,4500,10.62,0,0.15,15.00,N,4,4500,0.60
24,Young_Adult,75000,High_Income,MORTGAGE,5,Junior_Employee,HOMEIMPROVEMENT,A,12000,5.99,0,0.16,16.00,N,4,12000,0.60
26,Adult,38400,Medium_Income,RENT,7,Mid_Employee,VENTURE,C,3200,13.49,0,0.08,8.33,N,2,3200,0.60
24,Young_Adult,72400,High_Income,MORTGAGE,4,Junior_Employee,EDUCATION,E,25000,17.99,0,0.35,34.53,Y,2,25000,0.60
24,Young_Adult,74900,High_Income,MORTGAGE,8,Mid_Employee,HOMEIMPROVEMENT,A,3500,6.39,0,0.05,4.67,N,3,3500,0.60
23,Young_Adult,72000,High_Income,MORTGAGE,6,Mid_Employee,HOMEIMPROVEMENT,C,12000,13.61,1,0.17,16.67,N,4,12000,0.60
25,Adult,60000,Medium_Income,OWN,8,Mid_Employee,VENTURE,B,14000,11.12,0,0.23,23.33,N,2,14000,0.60
25,Adult,18000,Low_Income,RENT,3,Junior_Employee,EDUCATION,C,8500,10.28,1,0.47,47.22,Y,4,8500,0.60
24,Young_Adult,35000,Medium_Income,RENT,8,Mid_Employee,PERSONAL,A,5000,7.88,0,0.14,14.29,N,3,5000,0.60
24,Young_Adult,70000,Medium_Income,MORTGAGE,1,New_Employee,HOMEIMPROVEMENT,B,9000,11.83,0,0.13,12.86,N,3,9000,0.60
26,Adult,16428,Low_Income,RENT,0,New_Employee,MEDICAL,C,2400,12.23,0,0.15,14.61,N,3,2400,0.60
21,Young_Adult,32400,Medium_Income,RENT,2,New_Employee,VENTURE,C,10000,13.23,1,0.31,30.86,Y,3,10000,0.60
23,Young_Adult,82500,High_Income,MORTGAGE,0,New_Employee,PERSONAL,A,5000,8.49,0,0.06,6.06,N,2,5000,0.60
24,Young_Adult,88000,High_Income,MORTGAGE,8,Mid_Employee,DEBTCONSOLIDATION,F,30000,18.62,1,0.34,34.09,N,3,30000,0.60
26,Adult,150000,High_Income,MORTGAGE,3,Junior_Employee,VENTURE,B,25000,9.99,0,0.17,16.67,N,4,25000,0.60
23,Young_Adult,21000,Low_Income,RENT,2,New_Employee,VENTURE,C,3000,12.68,0,0.14,14.29,N,3,3000,0.60
25,Adult,67000,Medium_Income,RENT,9,Mid_Employee,PERSONAL,C,5000,13.92,1,0.07,7.46,Y,4,5000,0.60
22,Young_Adult,28000,Low_Income,RENT,6,Mid_Employee,PERSONAL,B,1000,10.25,1,0.04,3.57,N,3,1000,0.60
26,Adult,33600,Medium_Income,RENT,4,Junior_Employee,PERSONAL,D,3300,15.65,0,0.1,9.82,Y,2,3300,0.60
22,Young_Adult,65000,Medium_Income,MORTGAGE,4,Junior_Employee,EDUCATION,A,9000,9.63,0,0.14,13.85,N,3,9000,0.60
22,Young_Adult,72204,High_Income,RENT,2,New_Employee,EDUCATION,C,6700,13.47,0,0.09,9.28,Y,4,6700,0.60
23,Young_Adult,36000,Medium_Income,RENT,7,Mid_Employee,PERSONAL,C,1200,13.99,0,0.03,3.33,N,3,1200,0.60
21,Young_Adult,60000,Medium_Income,MORTGAGE,5,Junior_Employee,EDUCATION,A,6000,6.91,0,0.1,10.00,N,2,6000,0.60
24,Young_Adult,54996,Medium_Income,RENT,0,New_Employee,DEBTCONSOLIDATION,C,12500,12.87,0,0.23,22.73,N,2,12500,0.60
25,Adult,16000,Low_Income,RENT,0,New_Employee,PERSONAL,A,3200,9.32,1,0.2,20.00,N,4,3200,0.60
21,Young_Adult,90000,High_Income,RENT,3,Junior_Employee,EDUCATION,B,4800,9.62,0,0.05,5.33,N,2,4800,0.60
24,Young_Adult,72000,High_Income,RENT,5,Junior_Employee,HOMEIMPROVEMENT,B,8000,10,0,0.11,11.11,N,2,8000,0.60
